2020-01-23 16:07:36,880 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:56473
2020-01-23 16:07:36,887 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1000429094c0000 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:56473
2020-01-23 16:07:46,108 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@222] - Accepted socket connection from /127.0.0.1:56480
2020-01-23 16:07:46,117 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:56480
2020-01-23 16:07:46,124 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1000429094c0001 with negotiated timeout 4000 for client /127.0.0.1:56480
2020-01-23 16:07:47,144 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@222] - Accepted socket connection from /0:0:0:0:0:0:0:1:56481
2020-01-23 16:07:47,153 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:56481
2020-01-23 16:07:47,156 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1000429094c0002 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:56481
2020-01-23 16:07:48,044 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@222] - Accepted socket connection from /0:0:0:0:0:0:0:1:56482
2020-01-23 16:07:48,053 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:56482
2020-01-23 16:07:48,060 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1000429094c0003 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:56482
2020-01-23 16:25:45,050 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@222] - Accepted socket connection from /0:0:0:0:0:0:0:1:57215
2020-01-23 16:25:45,060 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:57215
2020-01-23 16:25:45,062 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1000429094c0004 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:57215
2020-01-23 16:26:02,805 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0002, likely client has closed socket
2020-01-23 16:26:02,806 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /0:0:0:0:0:0:0:1:56481 which had sessionid 0x1000429094c0002
2020-01-23 16:26:06,092 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0003, likely client has closed socket
2020-01-23 16:26:06,093 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /0:0:0:0:0:0:0:1:56482 which had sessionid 0x1000429094c0003
2020-01-23 16:26:06,904 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000429094c0002, timeout of 4000ms exceeded
2020-01-23 16:26:06,904 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000429094c0002
2020-01-23 16:26:07,910 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0001, likely client has closed socket
